Handle,Titre,Vendeur,Prix_vente,Prix_barre,Economie,Remise_pct,Description,Image,Marque,Type,Categorie
panneau-rayonnant-anti-salissures-2000w-drexon-tracy-944200,Panneau rayonnant Anti-salissures 2000W Drexon TRACY 944200,Drexon,168.0,198.0,30.0,15.0,"Panneau rayonnant Anti-salissures 2000W Drexon TRACY 944200 Puissance: 2000W Corps de chauffe en aluminium - Chassis/carosserie en acier laqué Boitier de commande électronique Modes: Confort,Eco,Programmation hebdomadaire Ecopilote - Fil Pilote(6 ordres) Marche forcée,hors gel Fonction détection de fenêtre ouverte Consommation Absence prolongée Mise à l'heure automatique ou manuelle Vérouillage parental 9 programmes personanalisables Réglage de la température de 13 à 30°C Sécurité thermique Cdt: 1 pc Dimensions: 75cm x 45cm x 12.5cm Poids net: 5 kg TEL: 01 43 66 19 31 Possibilité d'acheter piè",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/PanneaurayonnantAnti-salissures2000WDrexonTRACY944200.png?v=1769611618,,Chauffage,Non classé
aspirateur-balai-sans-fil-2en1-electrolux-es52cb18shem,Aspirateur balai sans fil 2en1 Electrolux ES52CB18SHEM,Electrolux,199.0,229.0,30.0,13.0,"Aspirateur balai sans fil 2en1 Electrolux ES52CB18SHEM Caractéristiques Gamme Aspirateur balai sans fil Electrolux 500 2en1 Clean Brosse tous sols motorisée La brosse principale est équipée d'éclairage LED pour traquer la poussière dans les moindres recoins Filtres lavables Fonction Brush Roll Clean (BRC) : Coupez et aspirez les fibres, les cheveux emmêlés dans la brosse sur simple pression d'une pédale: Coupez et aspirez les fibres, les cheveux emmêlés dans la brosse sur simple pression d’une pédale. Autonomie max avec accessoire motorisé : 45 Performance Efficacité de dépoussiérage sur sols ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Aspirateurbalaisansfil2en1ElectroluxES52CB18SHEM.png?v=1770304807,Electrolux,Aspirateur,Maison et jardin > Appareils électroménagers > Aspirateurs > Aspirateurs verticaux
seche-serviettes-sec-500-w-straight-drexon-940005,"Sèche-serviettes ""sec"" 500 W straight Drexon 940005",Drexon,169.0,199.0,30.0,15.0,"Sèche-serviettes ""sec"" 500 W straight Drexon 940005 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N Couleur : blanc brillant Tubes ronds en acier Sans fluide Thermostat électronique à hauteur humaine Affichage digital Facile à régler Fil pilote 6 ordres Réglage de la température de 13 à 30 °C Montée rapide en température Classe II IP24 Cdt 1 pc 54.5x8x98 cm Poids : 5.10 kg Code EAN : 3349359400053 TEL : 0143661931",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Seche-serviettessec500WstraightDrexon940005.png?v=1772191748,,Sèche-linge,Non classé
plaque-teppan-yaki-en-inox-smeg-tbx6090,Plaque teppan yaki en inox SMEG TBX6090,SMEG,270.0,300.0,30.0,10.0,Description du produit Ce produit n'est plus distribué. Veuillez vous reporter sur les produits apparentés et les produits incitatifs concernant les accessoires Contactez nous pour une demande de pièces détachées ou consultez notre base de données ou notre site SAV et pièces détachées Plaque teppan yaki en inox SMEG TBX6090 Plaque teppan yaki à poser directement sur les grilles fonte Option pour centres de cuisson gaz série C7G Code EAN : 8017709123710,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/PlaqueteppanyakieninoxSMEGTBX6090.png?v=1772483105,SMEG,Accessoire,Non classé
aspirateur-sans-sac-electrolux-el61c2grnem,Aspirateur sans sac Electrolux EL61C2GRNEM,Electrolux,169.0,199.0,30.0,15.0,"Aspirateur sans sac Electrolux EL61C2GRNEM Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N Fonctions générales et technologies de l'aspirateur : Type : Aspirateur traîneau Alimentation électrique : Filaire Récupération poussière : Sans sac cyclonique Fonctions secondaires : Cet aspirateur a les particularités suivantes : Lutte contre les allergies Est compatible avec les sols en parquet Informations sur le moteur, le réservoir et les filtres de l'aspirateur : Réglage puissance : Puissance d'aspiration (du moteur) réglable avec un variateur électronique ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/AspirateursanssacElectroluxEL61C2GRNEM.png?v=1770311472,Electrolux,Aspirateur,Maison et jardin > Appareils électroménagers > Aspirateurs > Aspirateurs verticaux
seche-serviettes-sec-500w-delonghi-doll-278290,Sèche-Serviettes SEC 500W Delonghi DOLL 278290,De'Longhi,169.0,199.0,30.0,15.0,"Sèche-Serviettes SEC 500W Delonghi DOLL 278290 Puissance: 500W Thermostat électronique à hauteur humaine Tubes ronds Affichage digital Facile à régler 6 modes de fonctionnement : confort, hors gel, nuit, fil pilote 6 ordres, programmation, marche forcée 2 programmation pré-enregistrée et une libre Marche forcée 2h Sécurité enfant Verrouillage clavier Détection fenêtre ouverte Fonction ASC (adaptative start control) Kit de fixation mural fourni Dimensions: 55cm x 76cm x 5,2cm Poids net: 6 kg Blanc brillant - IP24 - Classe II Service après vente Delonghi assistance téléphonique numéro : 09 70 80",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_5_52964800-9083-4404-8fb8-7fd633da812d.png?v=1769706645,De'Longhi,Chauffage,Non classé
cadre-a-lattes-140x190-eurodesign-cal213140,Cadre à lattes 140x190 Eurodesign CAL213140,Eurodesign,69.0,99.0,30.0,30.0,"Cadre à lattes 140x190 Eurodesign CAL213140 Caractéristiques : Dimensions : 140x190 Description: Ce cadre à lattes est de grande qualité. Le cadre à lattes est le cadre qui saura apporter du charme dans votre chambre à coucher. Réalisé Dans Un Matériau Très moderne, s'adaptera a toutes les chambres. Existe en 3 dimention : 90 cm x 190 cm , 140 cm x 190 cm. Reference : CAL213140 N.B : les pieds de sommiers sont vendus en option OPTION : PIEDS EBAC H22 CM GRIS EURODESIGN",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Cadrealattes140x190EurodesignCAL213140.png?v=1770483035,,Literie,Meubles > Lits et accessoires > Lits et cadres de lit > Lits escamotables et cadres de lit
kit-paniers-12-1-sv0015-ab500n,Casque Audio Réduction de Bruit ANC – Alphatronics Sound 5 ANC,Alphatronics,99.0,129.0,30.0,23.0,"Casque Audio Réduction de Bruit ANC Alphatronics Sound5ANC Données techniques : Audio : Casque audio stéréo sans fil avec réduction active du bruit (ANC) Son haute qualité optimisé pour usage TV, multimédia et mobile Basses renforcées et restitution équilibrée des fréquences Mode ANC (Active Noise Cancelling) pour réduction des bruits extérieurs Connectivité : Bluetooth intégré pour connexion sans fil Connexion multipoint selon version (appairage de plusieurs appareils) Compatibilité avec téléviseurs, smartphones, tablettes et PC Mode filaire possible via câble jack (selon version) Autonomie :",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Headset.webp?v=1780585125,,Accessoire,Non classé
matelas-en-mousse-13cm-120x190-25kg-m2-uniquement-sur-co-eurodesign-c12013,MATELAS EN MOUSSE 13cm 120x190  C12013,NESRI DISCOUNT,150.0,180.0,30.0,17.0,MATELAS EN MOUSSE DESCRIPTION TAILLE : 120 X 190 X 13 cm CONTENU COLIS : 1PC /CARTON COMPOSITION : MOUSSE UNIQUEMENT SUR COMMANDE,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MATELASENMOUSSE13cm140x19025kgm3EURODESIGNC14013_2d694667-e243-4d08-8689-cbd4cfe76573.png?v=1771004021,,Literie,Non classé
machine-a-cafe-expresso-broyeur-a-grains-nespress-cafslimi,Support Mural TV Inclinable Ultra Fin – Alphatronics Slim Mount BASE2,Alphatronics,89.0,119.0,30.0,25.0,"Support Mural TV Inclinable Ultra Fin – Alphatronics SlimMountBASE2 Données techniques : Support : Support de fixation pour module SIM / routeur Alphatronics Conception renforcée pour installation fixe en environnement mobile Maintien sécurisé du module dans les véhicules en déplacement Optimisé pour camping-car, caravane et bateau Compatibilité : Modules SIM Alphatronics compatibles BASE2 Routeurs et boîtiers de communication Alphatronics Systèmes de connectivité mobile 4G / 5G selon configuration Installations TV connectée et internet embarqué Alphatronics Fixation : Montage par vis sur surf",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/stillmountbase1.webp?v=1780583308,Alphatronics,Accessoire,Non classé
glaciere-portable-a-compression-12v-34-l-dometic-cff-35,Glacière portable à compression 12V/24V - 100V/240V 34L Dometic CFF 35,Dometic,469.0,499.0,30.0,6.0,"Glacière portable à compression 12V/24V - 100V/240V 34L Dometic CFF 35 Légère, compacte et performante, la glacière Dometic CFF 35 est pensée pour la mobilité. Elle embarque des poignées encastrées, une bandoulière, un porte-gobelet détachable et des éléments de fixation intégrés pour s’adapter parfaitement à vos trajets en véhicule. DIMENSIONS NETTES : Dimensions profondeur du produit : 398 mm Dimensions hauteur du produit : 407 mm Dimensions largeur du produit : 715 mm Poids net : 17,20 kg Volume total (IEC 62552-3) : 34,00 l DIMENSIONS BRUTES : Dimensions profondeur du colis : 433 mm Dimens",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_9_86a0cbeb-5159-432b-83f6-588305e42a4c.png?v=1771344821,Dometic,Glacière,Non classé
lit-eco-gris-90x190-eurodesign-bf109gs,Lit eco gris 90x190 Eurodesign BF109GS,Eurodesign,148.0,178.0,30.0,17.0,"LIT ECO GRIS 90x190 Eurodesign BF109G Caractéristiques : Couleur : Gris Dimensions : 90x190 Description: Le lit eco est le lit qui saura apporter du charme dans votre chambre à coucher. Réalisé Dans Un Matériau Très moderne, s'adaptera a toutes les chambres. Le lit eco, le lit idéal pour des nuits à la mesure de vos attentes. Existe en 3 couleur : blanc , noir , gris. Reference : BF109G",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Litecogris90x190EurodesignBF109GS.png?v=1772633995,,Literie,Non classé
lit-eco-noir-90x190-eurodesign-bf109n,Lit eco noir 90x190 Eurodesign BF109N,Eurodesign,148.0,178.0,30.0,17.0,"LIT ECO NOIR 90x190 Eurodesign BF109N Caractéristiques : Couleur : Noir Dimensions : 90x190 Description: Le lit eco est le lit qui saura apporter du charme dans votre chambre à coucher. Réalisé Dans Un Matériau Très moderne, s'adaptera a toutes les chambres. Le lit eco, le lit idéal pour des nuits à la mesure de vos attentes. Existe en 3 couleur : blanc , noir, gris. Reference : BF109N",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Liteconoir90x190EurodesignBF109N.png?v=1772634073,,Literie,Non classé
aspirateur-avec-sac-bosch-bgb6sil1,Aspirateur avec sac  BOSCH BGB6SIL1,Bosch,252.0,281.74,29.74,11.0,"Aspirateur avec sac BOSCH BGB6SIL1 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N Performance Moteur garanti 10 ans, conçu et développé par Bosch en Allemagne Système ""Power Protect"": pour des performances de nettoyage durables, même quand le sac se remplit. Sac à poussières ""PowerProtect"" (avec fermeture automatique) pour une haute performance, même quand le sac se remplit. Moins de sacs à changer, moins de frais ultérieurs. Pour obtenir une puissance d'aspiration jusqu'à 60%*** supérieure et la meilleure performance de votre appareil, nous recommando",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/AspirateuravecsacBOSCHBGB6SIL1.png?v=1770304084,,Aspirateur,Maison et jardin > Appareils électroménagers > Aspirateurs > Aspirateurs traîneaux
robot-multifonction-1250-w-noir-inox-bosch-mc812m844,Robot Multifonction 1250 W Noir Inox BOSCH MC812M844,Bosch,251.0,280.5,29.5,11.0,"Robot Multifonction 1250 W Noir Inox BOSCH MC812M844 Performance : Variateur électronique de vitesses avec LED + turbo + manuel Couteau multifonction inox « Supercut » avec lames dentelées et ultra aiguisées Accéssoires de série : Bol mélangeur de grande capacité 3,9 l, jusqu'à 1.5 kg de pâte (750 g de farine + ingrédients) Blender plastique de 1,5 l Presse agrumes Disque réversible à émincer (fin/épais) et disque réversible à râper (fin/épais) Disque coupe-frites Disques en inox Support pour disques Pétrin Fouet inox Confort d'utilisation : Système de sécurité renforcé Accessoires lavables au",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/RobotMultifonction1250WNoirInoxBOSCHMC812M844.png?v=1771069686,Bosch,Robot culinaire,Non classé
lit-metal-rose-julie,LIT METAL ROSE JULIE,NESRI DISCOUNT,145.0,174.0,29.0,17.0,LIT METAL ROSE JULIE DESCRIPTION TAILLE : 90 X 190 CM CONTENU :1 COMPOSITION : REVETEMENT ET SOMMIER EN ACIER,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/LITMETALROSEJULIE.png?v=1770896950,,Literie,Non classé
glaciere-isotherme-13-l-dometic-cool-ice-wci-13-ocean,"Glacière isotherme, 13 l Dometic Cool-Ice WCI 13 Ocean",Dometic,80.0,109.0,29.0,27.0,"Glacière isotherme, 13 l Dometic Cool-Ice WCI 13 Ocean Compacte, résistante et ultra-légère, la Dometic Cool-Ice WCI 13 Ocean est pensée pour garder la glace pendant plusieurs jours, même dans des environnements très chauds. Sa mousse isolante épaisse combinée à un joint labyrinthe performant limite l’infiltration d’air chaud et optimise la conservation du froid. Grâce à sa bandoulière robuste et confortable , elle se transporte facilement, ce qui en fait le choix idéal pour vos journées à la plage, vos aventures en plein air ou vos activités nautiques. Fabriquée en polyéthylène alimentaire du",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Glaciereisotherme_22l_DometicCool-IceWCI22Ocean_17031809-c9ac-437f-9f70-355f895f11e2.png?v=1770916193,Dometic,Glacière,Non classé
toaster-4-tranches-smeg-tsf03sseu-chrome,Toaster 4 tranches Smeg TSF03SSEU-Chromé,SMEG,213.0,242.0,29.0,12.0,Toaster 4 tranches Smeg TSF03 SSEU Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Esthétique: Années 50 • Famille: Toaster/Grille-pain • Nombre de panneaux de commande: 2 • Nombre de fentes: 4 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 2 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: ,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_3b644bcf-3f6b-456f-96a2-72213688592c.png?v=1772288327,SMEG,Grille-pain,Non classé
glaciere-isotherme-13-l-dometic-cool-ice-wci-13-olive,"Glacière isotherme, 13 l Dometic Cool-Ice WCI 13 olive",Dometic,80.0,109.0,29.0,27.0,"Glacière isotherme, 13 l Dometic Cool-Ice WCI 13 olive Solide, compacte et ultra-légère, la Dometic Cool-Ice WCI 13 Olive est la solution idéale pour conserver la glace pendant plusieurs jours. Grâce à sa mousse isolante épaisse et son joint labyrinthe performant , elle maintient vos aliments et boissons au frais, même sous forte chaleur. Sa bandoulière ergonomique facilite les déplacements, que ce soit pour une journée en plein air, une sortie bateau ou un week-end camping. Robuste et hygiénique, elle est fabriquée en polyéthylène de qualité alimentaire , avec des fermetures et charnières ren",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Glaciereisotherme_13lDometicCool-IceWCI13olive.png?v=1770916767,Dometic,Glacière,Non classé
seche-serviettes-sec-avec-soufflerie-1500-w-falcon-drexon-941050,"Sèche-Serviettes ""sec""   avec soufflerie 1500 W falcon Drexon 941050",Drexon,270.0,298.0,28.0,9.0,"Sèche-Serviettes ""sec"" avec soufflerie 1500 W falcon Drexon 941050 Couleur : blanc brillant Soufflerie : 1000W Tubes : ronds en acier Thermostat électronique à hauteur humaine Affichage digital Facile à régler Fil pilote 6 ordres Réglage de la température de 13 à 30°C Montée rapide en température Classe II IP24 Cdt 1 pc Dimensions : (LXHXE) 54.5x13x99.5 cm Poids : 8.80 kg Code EAN : 3349359410502 TEL : 0143661931",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/Seche-Serviettessecavecsoufflerie1500WfalconDrexon941050.png?v=1772191937,,Chauffage,Non classé
chauffage-mural-rayonnant-1500-w-drexon-946150,Chauffage mural rayonnant 1500 W DREXON 946150,Drexon,80.0,108.0,28.0,26.0,Chauffage rayonnant antisalissure 1500 W Blanc Fil pilote 4 ordres Thermostat électronique Position : confort / éco / hors gel / programme / arrêt Elément de chauffe : plaque en alliage Protection contre les projections d’eau Protection anti-surchauffe Kit de fixation mural inclus Classe II Norme d’étanchéité : IP24 Dimensions :69 x 51 x 13 cm Garantie 2 ans,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/file_227_38_1.jpg?v=1770484968,,Chauffage,Non classé
extracteurs-de-jus-bosch-mesm731m,Extracteurs de jus BOSCH MESM731M,Bosch,237.5,265.5,28.0,11.0,"Extracteurs de jus BOSCH MESM731M Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N Performance : Puissance : 150 W Anneau LED éclairé Technologie d'extraction lente : 55 tours/min Extraction universelle : fruits, légumes, noix, amandes, fruits congelés 1 vitesse + rotation sens inverse Système de contrôle du niveau de pulpe Visse sans fin haute résistance en Tritan Accessoires de série : Carafe à jus 1000 ml Réservoir à pulpe 1300 ml 3 filtres : tamis trous fins (jus), tamis gros trous (smoothies) et sorbet Brosse de nettoyage Livre de 30 recettes de jus",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/ExtracteursdejusBOSCHMESM731M.png?v=1771951047,Bosch,Robot culinaire,Non classé
dometic-coolfun-sc-38,GLACIÈRE THERMOÉLECTRIQUE AVEC ROULETTES ET POIGNÉE 37 L DOMETIC COOLFUN SC 38,Dometic,137.0,165.0,28.0,17.0,"GLACIÈRE THERMOÉLECTRIQUE AVEC ROULETTES ET POIGNÉE 37 L DOMETIC COOLFUN SC 38 GÉNÉRALITÉS Numéro SKU 9600000487 Modèle SC 38 Modèle sur l'étiquette TC 33 Pièces fournies 1 cooling device, 1 user manual Description du produit Glacière thermoélectrique équipée de roulettes et d’une poignée télescopique, 37 l Technologie de réfrigération Thermoelectric DIMENSIONS Dimensions profondeur du produit 565 mm Dimensions hauteur du produit 390 mm Dimensions largeur du produit 295 mm Poids net 5.4 kg Volume brut (DIN15502) 38.00 l Storage volume - total (EN 62552) 37.00 l PUISSANCE Storage volume - total",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_4_edea91b4-7c10-424a-b463-afada67675e2.png?v=1771414986,Dometic,Glacière,Non classé
serie-2-refrigerateur-table-top-blanc-bosch-ktr15nweb,"Série 2, Réfrigérateur Table top, Blanc BOSCH KTR15NWEB",Bosch,437.0,464.68,27.68,6.0,"Série 2, Réfrigérateur Table top, Blanc BOSCH KTR15NWEB INFORMATIONS GENERALES Volume total : 134 l Classe d'efficacité énergétique E sur une échelle allant de A à G Consommation énergétique : 91 kWh/an Niveau sonore : 39 DB, classe d'efficacité sonore : C Confort et sécurité Contrôle électronique de la température Design Poignées horizontales intégrées REFRIGERATEUR Super-réfrigération avec arrêt automatique Eclairage LED dans le réfrigérateur 3 clayettes en verre de sécurité, dont 1 réglables en hauteur 1 balconnets Système de conservation 1 freshBox INFORMATIONS TECHNIQUES Dimensions (H x L",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/BOSCHKTR15NWEB_f6db791b-ced1-48e2-89fd-78c4500a5132.png?v=1768059844,Bosch,Réfrigérateur,Non classé
matelas-dilara-90x200x15-eurodesign-d90200,MATELAS DILARA 90x200x15 EURODESIGN D90200,Eurodesign,137.5,165.0,27.5,17.0,MATELAS DILARA 90x200x15 EURODESIGN D90200,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MATELASDILARA90x200x15EURODESIGND90200.png?v=1771003345,,Literie,Non classé
hachoir-a-viande-bosch-mfw68640,Hachoir à viande BOSCH MFW68640,Bosch,233.0,260.5,27.5,11.0,"Hachoir à viande BOSCH MFW68640 Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N Performance : Puissance : 800 W Moteur bloqué à 2200 W Capacité : 4.3 kg / mn Accessoires de série : 3 grilles : 3 / 4,8 / 8 mm Adaptateur à kebbés Adaptateur à saucisses Accessoire râpeur / éminceur avec 3 tambours à râper fin / épais, et à émincer Confort d'utilisation : Fonction auto-reverse Poignée de transport Large plateau collecteur et poussoir Rangement des accessoires intégré Pieds ventouses Détails techniques : Poids net : 5.83 kg Dimensions (H x L x P) : 25,4 cm x",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_31_05cecfca-6677-4f05-aa22-5c3378a4cff7.png?v=1771519606,Bosch,Robot culinaire,Non classé
panneau-rayonnant-mica-1000-w-drexon-709150,Panneau rayonnant MICA 1000 W DREXON 709150,Drexon,53.0,80.0,27.0,34.0,PANNEAU RAYONNANT MICA 1000 W A poser - Mobile Coloris : Gris clair Interrupteur On/Off Coupure automatique en cas de basculement Dimensions ( L x P x H ) : 70 × 15.2 × 49 cm,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/PanneaurayonnantMICA1000WDREXON709150.png?v=1770458548,,Chauffage,Non classé
bain-d-huile-electronique-2500w-drexon-electron-503025,Bain D'Huile Electronique 2500W Drexon ELECTRON 503025,Drexon,151.0,178.0,27.0,15.0,"Bain D'Huile Electronique 2500W Drexon ELECTRON 503025 Thermostat électronique 3 allures de chauffe Ecran LCD Voyants de contrôle Equipé de 4 roulettes multidirectionnelles 3 modes de fonctionnement : Normal - Eco - Hors gel Fonction arret ou démarrage automatique Réglable de la température de 12°C à 30°C Programmateur de 1 à 24h pour un démarrage différé ou un arrêt automatique Dispositif de rangement du cordon Protection contre la surchauffe Arret automatique en cas de basculement Poignée de transport intégré Convient jusqu'à 20m² Cdt: 1 pc Poids net: 11,5Kg Couleur: Gris clair Classe I 2 an",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/BainD_HuileElectronique2500WDrexonELECTRON503025.png?v=1769598824,,Chauffage,Non classé
machine-a-cafe-filtre-esthetique-annees-50-smeg-dcf01sseu-acier-brosse,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01SSEU-Acier Brossé,SMEG,204.0,231.0,27.0,12.0,Machine à Café Filtre Esthétique années ‘50 Smeg DCF01SSEU,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/MachineaCafeFiltreEsthetiqueannees_50SmegDCF01SSEU-AcierBrosse.png?v=1772556635,SMEG,Cafetière,Non classé
glaciere-electrique-plus-36l-230v-campingaz-2000037448,Glacière électrique Plus 36L / 230V Campingaz  - 2000037448,Campingaz,231.0,257.0,26.0,10.0,"Glacière électrique Powerbox Plus 36L - 2000037448 DESCRIPTIONS : Cette glacière Powerbox® bénéficie de différents modes réglables pour contrôler la puissance, la vitesse de refroidissement et le bruit. La glacière Glacière électrique Powerbox® Plus 36L 12/230V dispose du rapport de compatibilité alimentaire, qui garantit l'absence de composants chimiques nocifs ou toxiques. CARACTÉRISTIQUES : Option : 12v / 230v Capacité : 24 Litres Poids : 5.2 kg Dimentions: L55 x P35 x H41 cm Performance : Jusqu à 16°C en dessous de la température ambiante Isolation : Cuve en mousse de polyuréthane injectée",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/GlaciereelectriquePlus36L230VCampingaz-2000037448.png?v=1771067351,Campingaz,Glacière,Non classé
panneau-rayonnant-mobile-blanc-1500w-drexon-finley-921015,Panneau rayonnant mobile blanc 1500W Drexon FINLEY 921015,Drexon,143.0,169.0,26.0,15.0,"Panneau rayonnant mobile blanc 1500W Drexon FINLEY 921015 Puissance : 1500W Façade en verre Tableau de controle à touches sensitives Affichage LED Detection fenêtre ouverte Montée rapide en température 2 modes de chauffe : confort et hors gel Kit de fixation fourni Diffusion homogène de la chaleur 5 pré programmes disponibles + 1 programme personnalisable 2 puissances de chauffe : 750/1500 W Thermostat électronique Arrêt automatique en cas de basculement Dimension (LxHxP) : 65 cm x 62 cm x 26 cm Poids net : 6,4 kg Cdt : 1pc",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_282a0565-dc9d-4b50-981f-1f19b30beeaa.png?v=1769612845,,Chauffage,Non classé
toaster-4-tranches-smeg-tsf02sseu-chrome,Toaster 4 tranches Smeg TSF02SSEU-Chromé,SMEG,192.0,218.0,26.0,12.0,"Toaster 4 tranches Smeg TSF02SSEU Possibilité d'acheter pièces détachées : https://shop.euras.com/default.php? g7=2845040N TSF02PGEU • Esthétique années '50 • Famille: Toaster/Grille-pain • Nombre de tranches: 4 • Nombre de panneaux de commande: 1 • Nombre de fentes: 2 • Nombre de tranches: 4 • Nombre de tiroirs ramasse-miettes: 1 TYPE • Esthétique: Années 50 • Matériau du corps: Inox • Couleur de la base: Chromé brillant • Matériau de la base: Plastique • Couleur du top: Chromé brillant • Matériau du top: Plastique ESTHÉTIQUE • Type de commandes: Levier, Touches, Manette • Matériau du levier:",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_2a9a969f-316d-4616-9ffb-a5ed87fa8823.png?v=1772290659,SMEG,Grille-pain,Non classé
convertisseur-sinusoidal-dometic-dsp-212,Convertisseur sinusoïdal Dometic DSP 212,Dometic,130.0,156.0,26.0,17.0,"Convertisseur sinusoïdal Dometic DSP 212 Généralités Numéro SKU 9600002603 Modèle DSP212 Description du produit Convertisseur sinusoïdal, 150 W, 12 V Dimensions Dimensions profondeur du produit 210 mm Dimensions hauteur du produit 52 mm Dimensions largeur du produit 127 mm Poids net 1.10 kg Puissance Tension d'entrée (DC) 12 V Tension de sortie [V] 230 V Consommation de courant - sans charge 0,6 A Performance Efficacité énergétique ≤90 % Puissance continue 25°C 150.00 W Température de fonctionnement min 0.00 °C Température de fonctionnement max 50.00 °C Logistique EAN-13 4015704263978 Dimensio",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/ConvertisseursinusoidalDometicDSP212.png?v=1771585154,Dometic,Énergie mobile,Non classé
serie-2-aspirateur-rechargeable-readyy-y-16vmax-noir-bosch-bchf216b,"Série 2, Aspirateur rechargeable, Readyy'y 16Vmax, Noir BOSCH BCHF216B",Bosch,148.0,173.2,25.2,15.0,"Série 2, Aspirateur rechargeable, Readyy'y 16Vmax, Noir BOSCH BCHF216B Performance Fonction 2 en 1 : aspirateur à main et balai rechargeable Batteries Lithium-ion longue durée Brosse rotative pour tous types de sols 2 vitesses Hygiène Filtre lavable Vidage facile et hygiénique du bac Confort d'utilisation Brosse extra plate et maniable Tient debout tout seul, sans support Extra maniable, facile à utiliser, léger et facile à nettoyer et à entretenir. Rouleau de brosse amovible pour un nettoyage facilité Grande autonomie : jusqu'à 40 min Temps de charge: 4-5 heures Voyant d’indication de charge ",https://cdn.shopify.com/s/files/1/0982/1428/1557/files/1_be50cfab-4ae2-44cb-9220-07e10e251e3e.png?v=1770912839,Bosch,Aspirateur,Non classé
support-noir-pour-centre-de-cuisson-smeg-kit3n6,Support noir pour centre de cuisson SMEG KIT3N6,SMEG,125.0,150.0,25.0,17.0,Description du produit Ce produit n'est plus distribué. Veuillez vous reporter sur les produits apparentés et les produits incitatifs concernant les accessoires Contactez nous pour une demande de pièces détachées ou consultez notre base de données ou notre site SAV et pièces détachées Support noir pour centre de cuisson SMEG KIT3N6 Option pour centres de cuisson A1P-9 Code EAN : 8017709110796,https://cdn.shopify.com/s/files/1/0982/1428/1557/files/SupportnoirpourcentredecuissonSMEGKIT3N6.png?v=1772293004,SMEG,Accessoire,Non classé
